category,organization,source_name,source_url,source_type,coverage,notes
energy,Energy/Oil/Mining,IBM Mining Statistics,https://ibm.gov.in/index.php?c=pages&m=index&id=444,energy data,Mineral production by mine,Mineral production by mine
energy,Energy/Oil/Mining,PMKKKY DMF Portal,https://pmkkky.gov.in,energy data,District Mineral Fund utilisation,District Mineral Fund utilisation
energy,Energy/Oil/Mining,Ministry of Mines,https://mines.gov.in,energy data,Mineral policy and data,Mineral policy and data
energy,Energy/Oil/Mining,OGD Power Generation,https://www.data.gov.in/catalog/power-generation,energy data,Station-wise generation dataset,Station-wise generation dataset
energy,Energy/Oil/Mining,OGD Power Sector,https://www.data.gov.in/sector/Power%20and%20Energy,energy data,All power/energy datasets,All power/energy datasets
energy,Energy/Oil/Mining,Indian Bureau of Mines IBM,https://ibm.gov.in,energy data,"Mining statistics, regulation","Mining statistics, regulation"
energy,Energy/Oil/Mining,Ministry of Steel,https://steel.gov.in,energy data,"Steel production, policy","Steel production, policy"
health,Health/Medical,HMIS Health Management Info,https://hmis.mohfw.gov.in,health data,"PHC, CHC, hospital data by state","PHC, CHC, hospital data by state"
health,Health/Medical,IHIP Disease Surveillance,https://ihip.mohfw.gov.in,health data,"Notifiable disease tracking, outbreaks","Notifiable disease tracking, outbreaks"
health,Health/Medical,NFHS-5 National Health Survey,https://rchiips.org/nfhs/nfhs5.shtml,health data,District-level health/nutrition data,District-level health/nutrition data
health,Health/Medical,PM-JAY Ayushman Bharat,https://pmjay.gov.in,health data,Health insurance scheme data,Health insurance scheme data
health,Health/Medical,NPPA Drug Pricing,https://nppa.gov.in,health data,"Drug price ceiling, DPCO orders","Drug price ceiling, DPCO orders"
health,Health/Medical,CDSCO Drug Regulator,https://cdsco.gov.in,health data,"Drug approvals, alerts, recalls","Drug approvals, alerts, recalls"
health,Health/Medical,NMC Medical Council,https://www.nmc.org.in,health data,"Doctor registration, college data","Doctor registration, college data"
health,Health/Medical,ICMR Medical Research,https://www.icmr.gov.in,health data,"Medical research, disease studies","Medical research, disease studies"
health,Health/Medical,MoHFW Portal,https://mohfw.gov.in,health data,"Health policy, programs, COVID data","Health policy, programs, COVID data"
health,Health/Medical,DHR Dept Health Research,https://dhr.gov.in,health data,Research funding and programs,Research funding and programs
health,Health/Medical,OGD Health Infrastructure,https://www.data.gov.in/catalog/public-health-facilities-india,health data,Facility count dataset,Facility count dataset
health,Health/Medical,OGD Health Sector,https://www.data.gov.in/sector/Health,health data,All health datasets,All health datasets
health,Health/Medical,AYUSH Ministry,https://www.ayush.gov.in,health data,Traditional medicine data,Traditional medicine data
science,ISRO/Science/Technology,ISRO Portal,https://www.isro.gov.in,science data,"Space missions, tech transfer","Space missions, tech transfer"
science,ISRO/Science/Technology,ISRO Technology Transfer,https://www.isro.gov.in/technology-transfer,science data,ISRO tech deals — track undervalued transfers,ISRO tech deals — track undervalued transfers
science,ISRO/Science/Technology,ISRO Annual Reports,https://www.isro.gov.in/annual-reports,science data,"Missions, budget, programme status","Missions, budget, programme status"
science,ISRO/Science/Technology,Antrix ISRO Commercial,https://www.antrix.gov.in,science data,"ISRO commercial launches, revenue","ISRO commercial launches, revenue"
science,ISRO/Science/Technology,SAC Space Applications,https://www.sac.gov.in,science data,"Space applications, reports","Space applications, reports"
science,ISRO/Science/Technology,IIRS Remote Sensing Edu,https://www.iirs.gov.in,science data,Remote sensing training data,Remote sensing training data
science,ISRO/Science/Technology,DST Science Statistics,https://dst.gov.in/statistical-data,science data,"R&D expenditure, patents","R&D expenditure, patents"
science,ISRO/Science/Technology,NSTMIS R&D Data,https://www.nstmis-dst.org,science data,"India S&T indicators, GERD","India S&T indicators, GERD"
science,ISRO/Science/Technology,DBT Biotechnology Dept,https://dbtindia.gov.in,science data,Biotech programs and funding,Biotech programs and funding
science,ISRO/Science/Technology,DSIR Industrial Research,https://dsir.gov.in,science data,"Research labs, projects","Research labs, projects"
science,ISRO/Science/Technology,Department of Space DOS,https://dos.gov.in,science data,Space program policy,Space program policy
science,ISRO/Science/Technology,IMD Meteorological Dept,https://mausam.imd.gov.in,science data,"Weather, cyclone, rainfall data","Weather, cyclone, rainfall data"
science,ISRO/Science/Technology,MoES Earth Sciences,https://moes.gov.in,science data,"Ocean, atmosphere, seismic data","Ocean, atmosphere, seismic data"
science,ISRO/Science/Technology,DAE Atomic Energy,https://dae.gov.in,science data,"Nuclear energy, BARC data","Nuclear energy, BARC data"
governance,Governance/Elections/Transparency,RTI Online Portal,https://rtionline.gov.in,governance data,"File RTI, track status","File RTI, track status"
governance,Governance/Elections/Transparency,CIC RTI Orders,https://cic.gov.in/cic-decisions,governance data,Searchable CIC decisions,Searchable CIC decisions
governance,Governance/Elections/Transparency,CPGRAMS Grievances,https://pgportal.gov.in,governance data,Citizen grievances portal,Citizen grievances portal
governance,Governance/Elections/Transparency,DARPG Admin Reforms,https://darpg.gov.in,governance data,"Administrative reforms, e-governance","Administrative reforms, e-governance"
governance,Governance/Elections/Transparency,NITI Aayog Data Hub,https://www.niti.gov.in/data,governance data,"SDG, health, district data","SDG, health, district data"
governance,Governance/Elections/Transparency,Aspirational Districts,https://aim.gov.in/aspirational-districts,governance data,115 underdeveloped districts,115 underdeveloped districts
governance,Governance/Elections/Transparency,ECI Election Commission,https://eci.gov.in,governance data,"Elections, candidates, parties, EVM","Elections, candidates, parties, EVM"
governance,Governance/Elections/Transparency,ECI Electoral Bond Data,https://eci.gov.in/files/file/14491-state-bank-of-india-details-of-electoral-bonds-purchased-and-redeemed/,governance data,Donor-party transactions (SC order),Donor-party transactions (SC order)
governance,Governance/Elections/Transparency,ECI Election Results,https://results.eci.gov.in,governance data,All election results by constituency,All election results by constituency
governance,Governance/Elections/Transparency,MyNeta ADR,https://myneta.info,governance data,"Politician assets, criminal records","Politician assets, criminal records"
governance,Governance/Elections/Transparency,PFMS Fund Flows,https://pfms.nic.in,governance data,"Scheme-wise fund flows, DBT","Scheme-wise fund flows, DBT"
governance,Governance/Elections/Transparency,DBT Direct Benefits,https://dbtbharat.gov.in,governance data,"All DBT schemes, beneficiaries","All DBT schemes, beneficiaries"
governance,Governance/Elections/Transparency,GeM Government Marketplace,https://gem.gov.in,governance data,All central govt contracts,All central govt contracts
governance,Governance/Elections/Transparency,GeM Open Data Reports,https://gem.gov.in/resources/download/report,governance data,Monthly procurement analytics,Monthly procurement analytics
governance,Governance/Elections/Transparency,CPPP Central Procurement,https://eprocure.gov.in,governance data,All central govt tenders,All central govt tenders
governance,Governance/Elections/Transparency,DISHA Scheme Dashboard,https://disha.gov.in,governance data,District-level fund utilisation,District-level fund utilisation
governance,Governance/Elections/Transparency,MyScheme Portal,https://www.myscheme.gov.in,governance data,All central and state schemes,All central and state schemes
governance,Governance/Elections/Transparency,ADR MP Asset Declarations,https://adrindia.org/research-and-support/lok-sabha-mp-profile,governance data,MP asset declarations,MP asset declarations
governance,Governance/Elections/Transparency,OGD RTI Disposal,https://www.data.gov.in/keywords/RTI,governance data,Ministry-wise RTI disposal rates,Ministry-wise RTI disposal rates
governance,Governance/Elections/Transparency,PMO Portal,https://www.pmo.gov.in,governance data,Prime Minister's Office,Prime Minister's Office
governance,Governance/Elections/Transparency,Cabinet Secretariat,https://cabsec.gov.in,governance data,"Cabinet decisions, coordination","Cabinet decisions, coordination"
governance,Governance/Elections/Transparency,President of India,https://presidentofindia.nic.in,governance data,"Acts, notifications, speeches","Acts, notifications, speeches"
governance,Governance/Elections/Transparency,Vice President of India,https://vicepresidentofindia.nic.in,governance data,"Speeches, office","Speeches, office"
governance,Governance/Elections/Transparency,UPSC Results,https://upsc.gov.in,governance data,"Civil service results, marks","Civil service results, marks"
governance,Governance/Elections/Transparency,Pensioners Portal,https://pensionersportal.gov.in,governance data,Pension data,Pension data
governance,Governance/Elections/Transparency,PSA Principal Scientific Adviser,https://psa.gov.in,governance data,Science policy advice,Science policy advice
agriculture,Agriculture/Food,AGMARKNET Mandi Prices,https://agmarknet.gov.in,agriculture data,Daily mandi prices by crop/state,Daily mandi prices by crop/state
agriculture,Agriculture/Food,eNAM National Agri Market,https://enam.gov.in,agriculture data,Electronic national agriculture market,Electronic national agriculture market
agriculture,Agriculture/Food,PM-KISAN OGD,https://www.data.gov.in/keywords/PM-KISAN,agriculture data,"PM-KISAN beneficiaries, disbursement","PM-KISAN beneficiaries, disbursement"
agriculture,Agriculture/Food,MGNREGA Dataset,https://www.data.gov.in/catalog/mahatma-gandhi-national-rural-employment-guarantee-scheme,agriculture data,"MGNREGA works, funds, employment","MGNREGA works, funds, employment"
agriculture,Agriculture/Food,MGNREGA MIS Live,https://mnregaweb4.nic.in/netnrega/home.aspx,agriculture data,Real-time MGNREGA state data,Real-time MGNREGA state data
agriculture,Agriculture/Food,ICAR Research Portal,https://icar.gov.in,agriculture data,"Crop varieties, farming research","Crop varieties, farming research"
agriculture,Agriculture/Food,Land Use Statistics OGD,https://www.data.gov.in/catalog/land-use-statistics-lus,agriculture data,"Crop area, cultivated land","Crop area, cultivated land"
agriculture,Agriculture/Food,Agricultural Census OGD,https://www.data.gov.in/catalog/agricultural-census,agriculture data,"Farm size, ownership, irrigation","Farm size, ownership, irrigation"
agriculture,Agriculture/Food,APEDA Agri Exports,https://apeda.gov.in,agriculture data,Agricultural exports data,Agricultural exports data
agriculture,Agriculture/Food,Fertilizer Ministry,https://fert.nic.in,agriculture data,"Fertilizer policy, subsidies","Fertilizer policy, subsidies"
agriculture,Agriculture/Food,DMI Agri Marketing,https://dmi.gov.in,agriculture data,"Wholesale price index, market prices","Wholesale price index, market prices"
agriculture,Agriculture/Food,OGD MSP Data,https://www.data.gov.in/keywords/MSP,agriculture data,Minimum support price by crop/year,Minimum support price by crop/year
agriculture,Agriculture/Food,FCI Food Corporation,https://fci.gov.in,agriculture data,"Procurement, storage, movement","Procurement, storage, movement"
agriculture,Agriculture/Food,NFSA PDS Portal,https://nfsa.gov.in,agriculture data,"Ration cards, PDS data","Ration cards, PDS data"
agriculture,Agriculture/Food,Dept Food Distribution,https://dfpd.gov.in,agriculture data,"Food stocks, distribution, subsidies","Food stocks, distribution, subsidies"
transport,Transport/Roads/Railways,Indian Railways Official,https://indianrailways.gov.in,transport data,"Railway statistics, annual report","Railway statistics, annual report"
transport,Transport/Roads/Railways,Parivahan Vehicle Registration,https://parivahan.gov.in,transport data,"Vehicle registration, DL, traffic","Vehicle registration, DL, traffic"
transport,Transport/Roads/Railways,Vahan National Register,https://vahan.nic.in,transport data,National vehicle register data,National vehicle register data
transport,Transport/Roads/Railways,NHAI Highway Authority,https://nhai.gov.in,transport data,"Highway projects, tenders, tolls","Highway projects, tenders, tolls"
transport,Transport/Roads/Railways,DGCA Aviation Regulator,https://dgca.gov.in,transport data,"Aircraft, airline, accident data","Aircraft, airline, accident data"
transport,Transport/Roads/Railways,AAI Airports Authority,https://www.aai.aero,transport data,"Airport traffic, infrastructure","Airport traffic, infrastructure"
transport,Transport/Roads/Railways,DG Shipping Maritime,https://dgps.gov.in,transport data,"Maritime safety, compliance","Maritime safety, compliance"
transport,Transport/Roads/Railways,MoRTH Roads Ministry,https://morth.nic.in,transport data,"Roads, vehicle policy","Roads, vehicle policy"
transport,Transport/Roads/Railways,OGD Road Accidents,https://www.data.gov.in/catalog/road-accidents-india,transport data,"Accident deaths, causes, states","Accident deaths, causes, states"
transport,Transport/Roads/Railways,OGD Port Traffic,https://www.data.gov.in/keywords/port,transport data,Major port traffic data,Major port traffic data
transport,Transport/Roads/Railways,Ports Shipping Ministry,https://shipmin.gov.in,transport data,"Ports, shipping, waterways","Ports, shipping, waterways"
transport,Transport/Roads/Railways,CRIS Railway IT,https://cris.org.in,transport data,Rail IT systems,Rail IT systems
statistics,Statistics/Census/MoSPI,MoSPI Portal,https://mospi.gov.in,statistics,"GDP, NSS, CPI, IIP, NAS","GDP, NSS, CPI, IIP, NAS"
statistics,Statistics/Census/MoSPI,NSO Statistical Yearbook,https://www.mospi.gov.in/statistical-year-book-india,statistics,Annual comprehensive statistics,Annual comprehensive statistics
statistics,Statistics/Census/MoSPI,Census of India,https://censusindia.gov.in,statistics,2011 census data by district/state,2011 census data by district/state
statistics,Statistics/Census/MoSPI,PLFS Employment Survey,https://mospi.gov.in/periodic-labour-force-survey-plfs,statistics,"Quarterly employment, wages","Quarterly employment, wages"
statistics,Statistics/Census/MoSPI,SRS Vital Statistics,https://censusindia.gov.in/vital_statistics/SRS_Reports.html,statistics,"Birth, death, fertility rates","Birth, death, fertility rates"
statistics,Statistics/Census/MoSPI,OGD GDP Datasets,https://www.data.gov.in/keywords/GDP,statistics,"GDP growth, sector-wise","GDP growth, sector-wise"
statistics,Statistics/Census/MoSPI,OGD CPI Inflation,https://www.data.gov.in/keywords/CPI,statistics,Consumer price index by state,Consumer price index by state
statistics,Statistics/Census/MoSPI,OGD IIP Industrial,https://www.data.gov.in/keywords/IIP,statistics,Industrial production index monthly,Industrial production index monthly
statistics,Statistics/Census/MoSPI,NSSO Household Survey,https://mospi.gov.in/national-sample-survey-nss,statistics,"Household income, employment, poverty","Household income, employment, poverty"
labour,Labour/Employment,EPFO Payroll Data,https://www.epfindia.gov.in/site_en/Media_EPFO_Payroll_Data.php,labour data,Monthly payroll additions indicator,Monthly payroll additions indicator
labour,Labour/Employment,ESIC Employee Insurance,https://www.esic.gov.in,labour data,Workers in organized sector,Workers in organized sector
labour,Labour/Employment,NCS Jobs Portal,https://www.ncs.gov.in,labour data,"Jobs, employment exchange","Jobs, employment exchange"
labour,Labour/Employment,Labour Bureau Stats,https://labourbureau.gov.in,labour data,"Wages, CPI-IW, employment","Wages, CPI-IW, employment"
labour,Labour/Employment,OGD Labour Sector,https://www.data.gov.in/sector/Labour,labour data,"PLFS, wages, employment data","PLFS, wages, employment data"
labour,Labour/Employment,Ministry of Labour,https://labour.gov.in,labour data,"Labour policy, reports","Labour policy, reports"
education,Education,UDISE+ School Data,https://udiseplus.gov.in,education data,"School infrastructure, enrolment","School infrastructure, enrolment"
education,Education,AISHE Higher Education,https://aishe.gov.in,education data,"Colleges, enrolment, faculty","Colleges, enrolment, faculty"
education,Education,NAAC Accreditation,https://naac.gov.in,education data,College and university grades,College and university grades
education,Education,NIRF Rankings,https://www.nirfindia.org,education data,Institution performance metrics,Institution performance metrics
education,Education,CBSE Board Exams,https://www.cbse.gov.in,education data,"Board exams, school data","Board exams, school data"
education,Education,UGC University Grants,https://www.ugc.gov.in,education data,"University recognition, grants","University recognition, grants"
education,Education,NCERT Textbooks,https://ncert.nic.in,education data,"Curriculum, textbooks","Curriculum, textbooks"
education,Education,OGD Education Sector,https://www.data.gov.in/sector/Education,education data,All education datasets,All education datasets
schemes,Government Schemes/Welfare,PMAY Gramin Rural Housing,https://pmayg.nic.in,schemes,Rural house construction progress,Rural house construction progress
schemes,Government Schemes/Welfare,PMAY Urban Housing,https://pmay-urban.gov.in,schemes,"Urban housing sanctions, completions","Urban housing sanctions, completions"
schemes,Government Schemes/Welfare,Jal Jeevan Dashboard,https://ejalshakti.gov.in/jjmreport/JJMIndia.aspx,schemes,Tap water village-wise progress,Tap water village-wise progress
schemes,Government Schemes/Welfare,AMRUT Urban Dashboard,https://amrut.gov.in,schemes,Urban infrastructure project status,Urban infrastructure project status
schemes,Government Schemes/Welfare,Smart Cities Mission,https://smartcities.gov.in,schemes,100 smart cities scores,100 smart cities scores
schemes,Government Schemes/Welfare,NMCG Clean Ganga,https://nmcg.nic.in,schemes,"Ganga cleaning projects, STPs","Ganga cleaning projects, STPs"
schemes,Government Schemes/Welfare,PMGSY Rural Roads,https://ommas.nic.in,schemes,Rural road habitation coverage,Rural road habitation coverage
schemes,Government Schemes/Welfare,Swachh Bharat SBM,https://sbmurban.org,schemes,"ODF towns, toilet data","ODF towns, toilet data"
schemes,Government Schemes/Welfare,eGramSwaraj Panchayat,https://egramswaraj.gov.in,schemes,"Panchayat accounts, planning","Panchayat accounts, planning"
schemes,Government Schemes/Welfare,Aajeevika NRLM,https://aajeevika.gov.in,schemes,SHG livelihoods data,SHG livelihoods data
schemes,Government Schemes/Welfare,UMANG App Services,https://web.umang.gov.in,schemes,All govt scheme services,All govt scheme services
commerce,Commerce/Trade/Industry,DGFT Trade Portal,https://dgft.gov.in,commerce data,"Export-import, IEC licences","Export-import, IEC licences"
commerce,Commerce/Trade/Industry,SEZ India Portal,https://sezindia.nic.in,commerce data,"SEZ approvals, units, exports","SEZ approvals, units, exports"
commerce,Commerce/Trade/Industry,DPIIT Industrial Policy,https://dpiit.gov.in,commerce data,"FDI, industrial policy, reforms","FDI, industrial policy, reforms"
commerce,Commerce/Trade/Industry,CCI Competition Authority,https://www.cci.gov.in,commerce data,"Anti-trust, mergers, market dominance","Anti-trust, mergers, market dominance"
commerce,Commerce/Trade/Industry,TRAI Telecom Regulator,https://trai.gov.in,commerce data,"Telecom regulation, tariffs","Telecom regulation, tariffs"
commerce,Commerce/Trade/Industry,OGD Export Data,https://www.data.gov.in/keywords/export,commerce data,Monthly trade statistics,Monthly trade statistics
commerce,Commerce/Trade/Industry,IP India Patents,https://ipindia.gov.in,commerce data,"Patents, trademarks, GI data","Patents, trademarks, GI data"
commerce,Commerce/Trade/Industry,MSME Portal,https://msme.gov.in,commerce data,"MSME schemes, statistics","MSME schemes, statistics"
commerce,Commerce/Trade/Industry,DCA Consumer Affairs,https://consumeraffairs.nic.in,commerce data,"Consumer protection, pricing","Consumer protection, pricing"
commerce,Commerce/Trade/Industry,MOFPI Food Processing,https://mofpi.gov.in,commerce data,Food processing industry data,Food processing industry data
commerce,Commerce/Trade/Industry,MEITY Electronics IT,https://www.meity.gov.in,commerce data,IT/electronics policy,IT/electronics policy
commerce,Commerce/Trade/Industry,DoT Telecom Policy,https://dot.gov.in,commerce data,"Telecom policy, licensing","Telecom policy, licensing"
commerce,Commerce/Trade/Industry,India Post Postal Dept,https://www.indiapost.gov.in,commerce data,"Postal services, tracking","Postal services, tracking"
commerce,Commerce/Trade/Industry,NIC Govt IT,https://www.nic.in,commerce data,Government IT infrastructure,Government IT infrastructure
commerce,Commerce/Trade/Industry,Digital India Portal,https://www.digitalindia.gov.in,commerce data,Digital initiatives,Digital initiatives
investigative,Investigative/Civil Society,ICIJ Offshore Leaks,https://offshoreleaks.icij.org,investigative source,"Panama, Paradise, Pandora Papers","Panama, Paradise, Pandora Papers"
investigative,Investigative/Civil Society,OpenSanctions India,https://www.opensanctions.org/datasets/in_mha_banned_entities/,investigative source,"MHA banned entities, terror lists","MHA banned entities, terror lists"
investigative,Investigative/Civil Society,FATF India Assessment,https://www.fatf-gafi.org/en/countries/detail/India.html,investigative source,"PMLA compliance, FIU assessment","PMLA compliance, FIU assessment"
investigative,Investigative/Civil Society,ED PMLA Press Releases,https://enforcementdirectorate.gov.in/press_release,investigative source,"Attached properties, arrests","Attached properties, arrests"
investigative,Investigative/Civil Society,SFIO Corporate Fraud Reports,https://sfio.nic.in/sites/default/files/reports.html,investigative source,Corporate fraud investigations,Corporate fraud investigations
investigative,Investigative/Civil Society,MCA Struck-off Companies,https://www.mca.gov.in/content/mca/global/en/mca/master-data/MDS.html,investigative source,"Shell companies, struck-off list","Shell companies, struck-off list"
investigative,Investigative/Civil Society,ADR India Asset Analysis,https://adrindia.org,investigative source,"Politician assets, criminal records","Politician assets, criminal records"
investigative,Investigative/Civil Society,Factly Data Journalism,https://factly.in,investigative source,"Fact-checks, government data stories","Fact-checks, government data stories"
investigative,Investigative/Civil Society,IndiaSpend Data Journalism,https://indiaspend.com,investigative source,"Budget, health, crime analysis","Budget, health, crime analysis"
investigative,Investigative/Civil Society,Vidhi Legal Research,https://vidhilegalpolicy.in,investigative source,"Bills analysis, constitutional issues","Bills analysis, constitutional issues"
investigative,Investigative/Civil Society,Land Conflict Watch,https://www.landconflictwatch.org,investigative source,"Land acquisition disputes, adivasi","Land acquisition disputes, adivasi"
investigative,Investigative/Civil Society,IFF Digital Rights,https://internetfreedom.in,investigative source,"Internet shutdowns, surveillance tracker","Internet shutdowns, surveillance tracker"
investigative,Investigative/Civil Society,Wikidata India Entities,https://www.wikidata.org,investigative source,"Entity enrichment, career data","Entity enrichment, career data"
investigative,Investigative/Civil Society,OpenCorporates India,https://opencorporates.com/companies/in,investigative source,Company search and registration,Company search and registration
investigative,Investigative/Civil Society,India Climate Dialogue,https://indiaclimatedialogue.net,investigative source,"Climate policy, coal plant data","Climate policy, coal plant data"
investigative,Investigative/Civil Society,OGD CBI Cases,https://www.data.gov.in/keywords/CBI,investigative source,CBI registered cases dataset,CBI registered cases dataset
social,Social/Welfare,NCW Women Commission,https://ncw.nic.in,social data,"Women's complaints, reports","Women's complaints, reports"
social,Social/Welfare,NCPCR Child Rights,https://ncpcr.gov.in,social data,"Child rights, violations, POCSO","Child rights, violations, POCSO"
social,Social/Welfare,NHRC Human Rights,https://nhrc.nic.in,social data,"Rights complaints, annual reports","Rights complaints, annual reports"
social,Social/Welfare,NALSA Legal Aid,https://nalsa.gov.in,social data,"Legal aid, undertrials data","Legal aid, undertrials data"
social,Social/Welfare,NGO Darpan,https://ngodarpan.gov.in,social data,NGO registration and funding,NGO registration and funding
social,Social/Welfare,Tribal Affairs Ministry,https://tribal.nic.in,social data,"Tribal welfare, PESA, FRA data","Tribal welfare, PESA, FRA data"
social,Social/Welfare,Minority Affairs,https://minorityaffairs.gov.in,social data,Minority welfare data,Minority welfare data
social,Social/Welfare,NCM Minorities Commission,https://minoritycommission.nic.in,social data,"Minority issues, complaints","Minority issues, complaints"
social,Social/Welfare,NCST Scheduled Tribes,https://ncst.nic.in,social data,"ST issues, reports","ST issues, reports"
social,Social/Welfare,OGD SC/ST Welfare,https://www.data.gov.in/keywords/scheduled-caste,social data,SC/ST population and welfare data,SC/ST population and welfare data
external,Ministry of External Affairs,MEA External Affairs,https://www.mea.gov.in,external affairs,"Foreign affairs, passports, visas","Foreign affairs, passports, visas"
external,Ministry of External Affairs,Passport Seva Portal,https://www.passportindia.gov.in,external affairs,Passport services,Passport services
external,Ministry of External Affairs,Indian Visa Online,https://indianvisaonline.gov.in,external affairs,Visa services,Visa services
ministry_portal,Ministry of Agriculture,Ministry of Agriculture Portal,https://agriwelfare.gov.in,portal,"Agriculture policy, schemes",Official ministry portal
ministry_portal,Dept Agricultural Research,Dept Agricultural Research Portal,https://www.data.gov.in/catalogs?ministry=Department+of+Agricultural+Research+and+Education+%28DARE%29,portal,DARE datasets,Official ministry portal
ministry_portal,Min of Chemicals and Fertilizers,Min of Chemicals and Fertilizers Portal,https://chemicals.nic.in,portal,"Chemicals, fertilizer policy",Official ministry portal
ministry_portal,Dept of Pharmaceuticals,Dept of Pharmaceuticals Portal,https://pharmaceuticals.gov.in,portal,"Drug policy, pharma",Official ministry portal
ministry_portal,Ministry of Culture,Ministry of Culture Portal,https://www.indiaculture.gov.in,portal,"Culture, heritage",Official ministry portal
ministry_portal,Ministry Dev North Eastern Region,Ministry Dev North Eastern Region Portal,https://doner.gov.in,portal,NE development data,Official ministry portal
ministry_portal,Min Fisheries Animal Husbandry,Min Fisheries Animal Husbandry Portal,https://dof.gov.in,portal,Fisheries policy,Official ministry portal
ministry_portal,Dept Animal Husbandry Dairying,Dept Animal Husbandry Dairying Portal,https://dahd.nic.in,portal,"Livestock, dairying",Official ministry portal
ministry_portal,Min of Heavy Industries,Min of Heavy Industries Portal,https://heavyindustries.gov.in,portal,"Industry policy, schemes",Official ministry portal
ministry_portal,Dept of Public Enterprises,Dept of Public Enterprises Portal,https://dpe.gov.in,portal,"PSU policy, data",Official ministry portal
ministry_portal,Housing Urban Affairs,Housing Urban Affairs Portal,https://mohua.gov.in,portal,Urban policy,Official ministry portal
ministry_portal,Ministry of Education,Ministry of Education Portal,https://education.gov.in,portal,Education policy,Official ministry portal
ministry_portal,Information and Broadcasting,Information and Broadcasting Portal,https://mib.gov.in,portal,"Broadcasting, media",Official ministry portal
ministry_portal,Ministry of Jal Shakti,Ministry of Jal Shakti Portal,https://jalshakti-dowr.gov.in,portal,Water resources,Official ministry portal
ministry_portal,Dept Drinking Water Sanitation,Dept Drinking Water Sanitation Portal,https://jaljeevanmission.gov.in,portal,"Sanitation, tap water",Official ministry portal
ministry_portal,Ministry of Law and Justice,Ministry of Law and Justice Portal,https://lawmin.gov.in,portal,Legal affairs,Official ministry portal
ministry_portal,Dept of Justice,Dept of Justice Portal,https://doj.gov.in,portal,"Justice delivery, e-courts",Official ministry portal
ministry_portal,Ministry of Panchayati Raj,Ministry of Panchayati Raj Portal,https://panchayat.gov.in,portal,Local governance,Official ministry portal
ministry_portal,Dept Personnel Training,Dept Personnel Training Portal,https://dopt.gov.in,portal,"Civil services, personnel",Official ministry portal
ministry_portal,Ministry of Power,Ministry of Power Portal,https://powermin.gov.in,portal,Power policy,Official ministry portal
ministry_portal,Min of Rural Development,Min of Rural Development Portal,https://rural.gov.in,portal,Rural welfare,Official ministry portal
ministry_portal,Ministry of Science Technology,Ministry of Science Technology Portal,https://dst.gov.in,portal,Science policy,Official ministry portal
ministry_portal,Skill Development Ministry,Skill Development Ministry Portal,https://www.msde.gov.in,portal,"Skills, training",Official ministry portal
ministry_portal,Min Social Justice,Min Social Justice Portal,https://socialjustice.gov.in,portal,Welfare schemes,Official ministry portal
ministry_portal,Dept Disability Empowerment,Dept Disability Empowerment Portal,https://depwd.gov.in,portal,Disability schemes,Official ministry portal
ministry_portal,Ministry of Textiles,Ministry of Textiles Portal,https://texmin.nic.in,portal,"Textile schemes, stats",Official ministry portal
ministry_portal,Ministry of Tourism,Ministry of Tourism Portal,https://tourism.gov.in,portal,Tourism statistics,Official ministry portal
ministry_portal,Min Women Child Dev,Min Women Child Dev Portal,https://wcd.nic.in,portal,"Women, child welfare",Official ministry portal
ministry_portal,Min Youth Affairs Sports,Min Youth Affairs Sports Portal,https://yas.nic.in,portal,"Youth, sports",Official ministry portal
